2019-03-14 03:22:31-05:00,lamonthe,fluffy,AG36
2019-03-14 03:25:31-05:00,fluffy,lamonthe,Rocket
2019-03-14 03:47:31-05:00,fluffy,lamonthe,P90
2019-03-14 04:17:31-05:00,fluffy,lamonthe,P90
2019-03-14 04:22:31-05:00,fluffy,Reaper,P90
2019-03-14 04:55:31-05:00,lamonthe,Scrap,AG36Grenade
2019-03-14 05:33:31-05:00,lamonthe,Scrap,AG36
2019-03-14 05:50:31-05:00,lamonthe,Scrap,AG36Grenade
2019-03-14 06:21:31-05:00,Scrap,fluffy,M249
2019-03-14 06:51:31-05:00,Scrap,fluffy,MG
2019-03-14 07:06:31-05:00,cyap,Refactorer,AG36
2019-03-14 07:19:31-05:00,Scrap,lamonthe,MG
2019-03-14 07:20:31-05:00,fluffy,Scrap,AG36
2019-03-14 07:32:31-05:00,Reaper,fluffy,SniperRifle
2019-03-14 07:37:31-05:00,cyap,Scrap,AG36Grenade
2019-03-14 07:48:31-05:00,cyap,fluffy,AG36Grenade
2019-03-14 07:58:31-05:00,cyap,fluffy,AG36Grenade
2019-03-14 08:12:31-05:00,Scrap,lamonthe,M249
2019-03-14 08:17:31-05:00,fluffy,Reaper,OICW
2019-03-14 08:24:31-05:00,Scrap,fluffy,MG
2019-03-14 08:34:31-05:00,Scrap,Reaper,MG
2019-03-14 08:35:31-05:00,fluffy,Scrap,Falcon
2019-03-14 08:43:31-05:00,Scrap,fluffy,Falcon
2019-03-14 08:44:31-05:00,Refactorer,Scrap,VehicleRocket
2019-03-14 08:44:31-05:00,lamonthe,cyap,Rocket
2019-03-14 08:54:31-05:00,lamonthe,cyap,Rocket
2019-03-14 09:00:31-05:00,cyap,cynthia,Machete
2019-03-14 09:06:31-05:00,lamonthe,fluffy,Rocket
2019-03-14 09:06:31-05:00,lamonthe
2019-03-14 09:10:31-05:00,cynthia,Scrap,Falcon
2019-03-14 09:21:31-05:00,cynthia,fluffy,Falcon
2019-03-14 09:24:31-05:00,lamonthe
2019-03-14 09:26:31-05:00,Refactorer,Reaper,VehicleRocket
2019-03-14 09:34:31-05:00,fluffy,cyap,Machete
2019-03-14 09:36:31-05:00,lamonthe,cynthia,Machete
2019-03-14 09:43:31-05:00,Refactorer,lamonthe,VehicleRocket
2019-03-14 09:55:31-05:00,Scrap,Reaper,AG36
2019-03-14 10:01:31-05:00,fluffy,Refactorer,M249
2019-03-14 10:03:31-05:00,cyap,Scrap,Shotgun
2019-03-14 10:18:31-05:00,fluffy,Scrap,M249
2019-03-14 10:19:31-05:00,lamonthe
2019-03-14 10:19:31-05:00,lamonthe,Refactorer,OICWGrenade
2019-03-14 10:29:31-05:00,cyap,Scrap,AG36
2019-03-14 10:34:31-05:00,lamonthe,Reaper,MG
2019-03-14 10:35:31-05:00,Refactorer,lamonthe,P90
2019-03-14 10:40:31-05:00,Scrap,Refactorer,Falcon
2019-03-14 10:48:31-05:00,Scrap,Refactorer,MG
2019-03-14 10:50:31-05:00,Reaper,cyap,Falcon
2019-03-14 10:51:31-05:00,fluffy,cynthia,M249
2019-03-14 10:56:31-05:00,Reaper,cyap,Falcon
2019-03-14 11:11:31-05:00,Reaper,lamonthe,M4
2019-03-14 11:11:31-05:00,lamonthe,Refactorer,Rocket
2019-03-14 11:11:31-05:00,lamonthe,Reaper,Rocket
2019-03-14 11:18:31-05:00,Refactorer,cynthia,Machete
2019-03-14 11:24:31-05:00,Reaper,Scrap,Falcon
2019-03-14 11:25:31-05:00,fluffy,Reaper,M249
2019-03-14 11:25:31-05:00,cyap,cynthia,M4
2019-03-14 11:27:31-05:00,lamonthe,Refactorer,AG36
2019-03-14 11:39:31-05:00,Refactorer,Scrap,Falcon
2019-03-14 11:41:31-05:00,Reaper,cynthia,Falcon
2019-03-14 11:50:31-05:00,cyap,Scrap,AG36Grenade
2019-03-14 11:50:31-05:00,cyap,Refactorer,AG36Grenade
2019-03-14 11:54:31-05:00,Scrap,lamonthe,Falcon
2019-03-14 11:58:31-05:00,cyap,Scrap,AG36
2019-03-14 12:01:31-05:00,Refactorer,fluffy,OICWGrenade
2019-03-14 12:06:31-05:00,lamonthe,Reaper,Machete
2019-03-14 12:11:31-05:00,Scrap,cyap,M4
2019-03-14 12:18:31-05:00,Scrap,cynthia,M4
2019-03-14 12:21:31-05:00,Refactorer,lamonthe,OICW
2019-03-14 12:21:31-05:00,fluffy,cyap,Falcon
2019-03-14 12:26:31-05:00,Refactorer,Reaper,OICW
2019-03-14 12:28:31-05:00,Scrap,cyap,M4
2019-03-14 12:38:31-05:00,Scrap,lamonthe,M4
2019-03-14 12:49:31-05:00,Refactorer,fluffy,OICWGrenade
2019-03-14 12:49:31-05:00,lamonthe,Refactorer,Machete
2019-03-14 13:02:31-05:00,cyap,fluffy,VehicleRocket
2019-03-14 13:12:31-05:00,cyap,Scrap,VehicleRocket
2019-03-14 13:16:31-05:00,cynthia,Reaper,MP5
2019-03-14 13:21:31-05:00,Refactorer,Scrap,Rocket
2019-03-14 13:22:31-05:00,fluffy,Refactorer,AG36
2019-03-14 13:38:31-05:00,cyap,fluffy,VehicleRocket
2019-03-14 13:42:31-05:00,Refactorer,Reaper,Falcon
2019-03-14 13:50:31-05:00,lamonthe,fluffy,M249
2019-03-14 14:03:31-05:00,Reaper,Scrap,Shotgun
2019-03-14 14:07:31-05:00,Reaper,Refactorer,Shotgun
2019-03-14 14:14:31-05:00,cyap,cynthia,VehicleRocket
2019-03-14 14:15:31-05:00,fluffy,lamonthe,OICW
2019-03-14 14:26:31-05:00,cynthia,Reaper,Falcon
2019-03-14 14:37:31-05:00,Reaper,cynthia,Falcon
2019-03-14 14:42:31-05:00,Refactorer,Scrap,VehicleRocket
2019-03-14 14:49:31-05:00,Refactorer,lamonthe,VehicleRocket
2019-03-14 15:00:31-05:00,fluffy,Scrap,OICW
2019-03-14 15:17:31-05:00,Refactorer,Scrap,AG36Grenade
2019-03-14 15:19:31-05:00,fluffy,Refactorer,Rocket
2019-03-14 15:24:31-05:00,Refactorer,lamonthe,Machete
2019-03-14 15:39:31-05:00,fluffy,lamonthe,Rocket
2019-03-14 15:41:31-05:00,cynthia,Refactorer,Falcon
2019-03-14 15:52:31-05:00,fluffy
2019-03-14 15:52:31-05:00,fluffy,Reaper,Rocket
2019-03-14 15:53:31-05:00,Refactorer,cynthia,Rocket
2019-03-14 16:13:31-05:00,fluffy,Refactorer,Rocket
2019-03-14 16:15:31-05:00,Scrap,cynthia,M249
2019-03-14 16:17:31-05:00,lamonthe,papazark,HandGrenade
2019-03-14 16:18:31-05:00,Refactorer,Reaper,Falcon
2019-03-14 16:25:31-05:00,Scrap,Refactorer,M249
2019-03-14 16:29:31-05:00,fluffy,Reaper,Rocket
2019-03-14 16:30:31-05:00,papazark,fluffy,Falcon
2019-03-14 16:33:31-05:00,cyap,Scrap,VehicleRocket
2019-03-14 16:40:31-05:00,lamonthe,Scrap,M4
2019-03-14 16:48:31-05:00,cyap,Scrap,VehicleRocket
2019-03-14 16:50:31-05:00,Refactorer,fluffy,MG
2019-03-14 16:52:31-05:00,lamonthe,papazark,M4
2019-03-14 17:02:31-05:00,Reaper,fluffy,Falcon
